case,category,M_solar,a_m,e,P_year,T0_year,f_true_deg,z,f_emit_Hz,f_obs_Hz,lambda_emit_nm,lambda_obs_nm,v_los_mps,v_tot_mps,z_geom_hint,N0,source,r_emit_m,n_round,z_obs,z_source,r_eff_m,r_note,v_tot_original,v_tot_corrected,v_correction_method,v_los_mps_eff,z_gr,z_sr,z_grsr,z_seg,dz_seg,dz_gr,dz_sr,dz_grsr,strong,rs_m,deltaM_percent,log10M_norm,sanity_flags
NED 2016ApJS..226...19F 1.90e+12 Hz,nan,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2016ApJS..226...19F 1.90e+12 Hz,nan,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2009ApJ...707..890T 1.92e+12 Hz,nan,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2009ApJ...695....1T 1.92e+12 Hz,nan,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2007ApJ...655..781S 1.92e+12 Hz,nan,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2017A&A...605A..74K 2.14e+12 Hz,nan,6500000000.0,,,,,,0.0042,2148988000000.0,2140000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2014MNRAS.440..942C 2.93e+12 Hz,nan,6500000000.0,,,,,,0.0042,2942306000000.0,2930000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1994PrivC.U..J....K 3.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2010A&A...518L..53B 3.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1988AJ.....95...26G 3.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2017A&A...605A..74K 3.33e+12 Hz,nan,6500000000.0,,,,,,0.0042,3343986000000.0,3330000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2009ApJ...695....1T 4.20e+12 Hz,nan,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2009ApJ...707..890T 4.20e+12 Hz,nan,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2007ApJ...655..781S 4.20e+12 Hz,nan,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2007ApJ...655..781S 4.20e+12 Hz,nan,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2017A&A...605A..74K 4.61e+12 Hz,nan,6500000000.0,,,,,,0.0042,4629362000000.0,4610000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1990IRASF.C...0000M 5.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1994PrivC.U..J....K 5.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1988AJ.....95...26G 5.00e+12 Hz,nan,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2007ApJ...663..808P 8.95e+12 Hz,nan,6500000000.0,,,,,,0.0042,8987590000000.0,8950000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2017ApJ...838..139S 5.50e+09 Hz,nan,4150000.0,,,,,,0.0,5500000000.0,5500000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,r_emit_m,246000.0,246000.0,original,0.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,-0.1612682651115418,-0.21494553220030932,-3.3666582388569566e-07,-0.2149459412309478,True,12256358435.577545,,,
NED 2007AJ....133.2487P 2.20e+10 Hz,nan,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,r_emit_m,246000.0,246000.0,original,0.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,-0.1612682651115418,-0.21494553220030932,-3.3666582388569566e-07,-0.2149459412309478,True,12256358435.577545,,,
NED 2007AJ....133.2487P 2.20e+10 Hz,nan,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,r_emit_m,246000.0,246000.0,original,0.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,-0.1612682651115418,-0.21494553220030932,-3.3666582388569566e-07,-0.2149459412309478,True,12256358435.577545,,,
NED 2002AJ....124..675C 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1981A&AS...45..367K 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1992ApJS...79..331W 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2011ApJ...731L..41B 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1981A&AS...45..367K 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2014MNRAS.440..696A 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2004ApJ...607..800B 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2014MNRAS.440..696A 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1964AJ.....69..277H 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1980MNRAS.190..903L 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1969ApJ...157....1K 1.40e+09 Hz,nan,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1990PKS90.C...0000W 1.41e+09 Hz,nan,6500000000.0,,,,,,0.0042,1415922000.0,1410000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 2010MNRAS.404..180D 1.47e+09 Hz,nan,6500000000.0,,,,,,0.0042,1476174000.0,1470000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1978ApJS...36...53D 2.38e+09 Hz,nan,6500000000.0,,,,,,0.0042,2389996000.0,2380000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1975AuJPA..38....1W 2.65e+09 Hz,nan,6500000000.0,,,,,,0.0042,2661130000.0,2650000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1981A&AS...45..367K 2.70e+09 Hz,nan,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1981A&AS...45..367K 2.70e+09 Hz,nan,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1980MNRAS.190..903L 2.70e+09 Hz,nan,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1969ApJ...157....1K 2.70e+09 Hz,nan,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1990PKS90.C...0000W 2.70e+09 Hz,nan,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1986ApJS...61....1B 4.78e+09 Hz,nan,6500000000.0,,,,,,0.0042,4800076000.0,4780000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
NED 1991ApJS...75....1B 4.85e+09 Hz,nan,6500000000.0,,,,,,0.0042,4870370000.0,4850000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,r_emit_m,1284000.0,1284000.0,original,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,-0.8033880739060704,,-9.217427787389099e-05,-9.217427787389099e-05,True,19196705983434.707,,,r_eff <= r_s (1.200e+13 <= 1.920e+13)
